chrom	start	end	name	eigval1	eigval2	eigval3
chr1_pat	0	115996361	chr1_pat	680.216809830248	231.1757285608752	-216.731109360405
chr1A_pat	0	72373967	chr1A_pat	422.9111117304772	-160.39085773497135	137.67783950126903
chr2_pat	0	152562993	chr2_pat	137.4303033876936	39.28765049883829	34.37325249995927
chr3_pat	0	115134639	chr3_pat	617.2444299455991	207.94066172054087	-187.02312296697994
chr4_pat	0	73325478	chr4_pat	407.50489584358655	122.82969184725172	102.36680954998373
chr4A_pat	0	19525173	chr4A_pat	97.69625219957943	30.570331469794613	21.437217759408323
chr5_pat	0	63896914	chr5_pat	349.0420829863703	107.57334533221197	104.67209529146325
chr6_pat	0	37036084	chr6_pat	196.11266037805277	55.05455833029849	40.169639052090794
chr7_pat	0	39386660	chr7_pat	191.01057987834017	53.30864972376364	42.29579360126001
chr8_pat	0	32694906	chr8_pat	158.01305888640758	50.60724717950683	35.22364016047243
chr9_pat	0	26241639	chr9_pat	136.32083238576897	38.72730205835741	-23.429767018900172
chr10_pat	0	20761298	chr10_pat	91.80985746498902	32.869396159349236	24.179213337975753
chr11_pat	0	21694367	chr11_pat	102.88264964515801	38.78179524740366	-29.19475904255049
chr12_pat	0	20770244	chr12_pat	95.32095003512984	28.64302500398223	-19.024806828356688
chr13_pat	0	18838779	chr13_pat	94.64431422349195	32.56077944100873	-22.64437547914663
chr14_pat	0	16369598	chr14_pat	80.73171639335919	28.616473845680062	-27.646912034526792
chr15_pat	0	13859831	chr15_pat	61.67129901846845	19.986559917699346	16.52914786105611
chr16_pat	0	4801875	chr16_pat	26.082006062776458	-24.044790371147602	18.672776754281113
chr17_pat	0	11415815	chr17_pat	45.01336560379179	25.191967581788408	-14.93641787855948
chr18_pat	0	11267241	chr18_pat	47.15336214463733	22.646272449381982	-14.179963784255055
chr19_pat	0	11183127	chr19_pat	22.742755429936867	10.318191302915874	-9.617838389353832
chr20_pat	0	15338504	chr20_pat	66.51952950032268	23.206863280409422	-16.401808519842074
