chrom	start	end	name	eigval1	eigval2	eigval3
chr1_pat	0	115996361	chr1_pat	685.7557012061831	211.46820402865694	-198.4277465334007
chr1A_pat	0	72373967	chr1A_pat	432.2526258658648	-161.09005993316353	135.7698638946344
chr2_pat	0	152562993	chr2_pat	916.9912812180281	-346.2504371381087	288.9037789067685
chr3_pat	0	115134639	chr3_pat	652.2849517839966	206.4348723816788	199.35315287602674
chr4_pat	0	73325478	chr4_pat	410.37516567812935	115.49296109793573	-92.0918704571956
chr4A_pat	0	19525173	chr4A_pat	101.30473685630697	31.729786891363	20.589208808427404
chr5_pat	0	63896914	chr5_pat	345.8803093536824	115.25574487771505	-108.69632817202121
chr6_pat	0	37036084	chr6_pat	193.9023151622475	53.545912912698654	34.93577220912798
chr7_pat	0	39386660	chr7_pat	196.09972285619872	54.65880739501238	42.82828813777759
chr8_pat	0	32694906	chr8_pat	166.9196904414196	50.59832693449824	36.57635305964082
chr9_pat	0	26241639	chr9_pat	149.43365858099958	39.22431110577613	-22.446822691142895
chr10_pat	0	20761298	chr10_pat	92.22290082606726	33.14792058735634	23.25048977848678
chr11_pat	0	21694367	chr11_pat	123.918618076544	41.75873143665113	-29.823658408385306
chr12_pat	0	20770244	chr12_pat	101.87833428501877	29.780559469142965	-18.17205539879056
chr13_pat	0	18838779	chr13_pat	103.5998750165104	35.18197219202944	-22.733685672750564
chr14_pat	0	16369598	chr14_pat	85.56383410137872	30.138488535255163	-25.107227745706226
chr15_pat	0	13859831	chr15_pat	59.316124300449175	19.04820649572651	14.276391398162142
chr16_pat	0	4801875	chr16_pat	25.1514058447588	-20.52263995731261	13.567535750796297
chr17_pat	0	11415815	chr17_pat	48.382206747656326	25.718522241590527	-14.832372121468147
chr18_pat	0	11267241	chr18_pat	53.139388887550446	23.1046833730705	-16.642687168003093
chr19_pat	0	11183127	chr19_pat	47.71652870520925	24.741627412648885	-17.990135856729218
chr20_pat	0	15338504	chr20_pat	73.269249584665	25.3251554719183	-16.95336589589049
chr21_pat	0	7956264	chr21_pat	24.54046410391521	11.779698134033264	8.6643220514894
chr22_pat	0	5320397	chr22_pat	22.39803515604319	10.260322881832556	-8.535625173194576
chr23_pat	0	6983608	chr23_pat	31.421008108415354	-16.738809207492473	14.744974372400408
chr24_pat	0	7804404	chr24_pat	30.41597191542033	16.689598345159137	-10.928641449822164
chr25_pat	0	6891618	chr25_pat	40.933500897379616	-23.92853465521085	21.53819609040979
chr26_pat	0	7010313	chr26_pat	20.305379809188963	7.591639393858905	-6.5112279164100375
chr27_pat	0	5914140	chr27_pat	17.517772852126615	9.841822146778782	-7.665926340750705
chr28_pat	0	6369381	chr28_pat	14.197512389864077	10.224374978622293	-7.427305597703317
chr29_pat	0	6145158	chr29_pat	27.428465607216943	-22.923574918553516	19.700361396783098
chr30_pat	0	9417815	chr30_pat	43.326252287548904	-29.27107052176994	17.1695999934949
chr31_pat	0	5343098	chr31_pat	-27.434526129431323	24.905906261609434	23.110524874103962
chr32_pat	0	5573168	chr32_pat	28.45293268752244	-23.93826766587241	16.175115373121052
chr33_pat	0	4788276	chr33_pat	16.954902509430113	-16.330637569494478	12.236938656930215
chr34_pat	0	5771162	chr34_pat	26.39343776701013	-22.12682083744577	16.339238383345087
chr35_pat	0	4908640	chr35_pat	20.702286745491207	-14.022901539730164	11.770006551612564
chr36_pat	0	5017237	chr36_pat	27.002611204220052	-18.78647815868995	10.868941016413073
chr37_pat	0	5977964	chr37_pat	31.17828378013274	-21.251516357102986	16.09238160267371
chrW_mat	0	33777440	chrW_mat	118.17357333052692	38.21868779057766	-23.489929698625648
chrZ_pat	0	82218670	chrZ_pat	456.76945339477993	145.07558529555354	126.54855420955222
