chrom	start	end	name	eigval1	eigval2	eigval3
chr1_pat	0	115996361	chr1_pat	1432.0303034935455	551.8221198213537	-492.1055165392965
chr1A_pat	0	72373967	chr1A_pat	881.4407076909841	-334.3059661438615	329.14404876384515
chr2_pat	0	152562993	chr2_pat	290.2876888350236	99.75825624837921	78.09659502262436
chr3_pat	0	115134639	chr3_pat	1302.0319542334219	511.6893238149579	-401.484551097049
chr4_pat	0	73325478	chr4_pat	844.484188293743	310.2186188535351	222.8595581233665
chr4A_pat	0	19525173	chr4A_pat	206.4758689492357	77.78025689321892	48.09532720913599
chr5_pat	0	63896914	chr5_pat	744.0067600871768	265.4625853465333	229.59232557439987
chr6_pat	0	37036084	chr6_pat	410.34963835701	138.58131987127868	-86.71713357236439
chr7_pat	0	39386660	chr7_pat	408.685134943264	135.47775335901613	97.67186311848378
chr8_pat	0	32694906	chr8_pat	338.14640758791694	123.16275312923331	80.04820365816121
chr9_pat	0	26241639	chr9_pat	286.1938645619692	97.78739584507257	-57.484769217496535
chr10_pat	0	20761298	chr10_pat	202.18236278423674	76.1183829847525	55.5466415851918
chr11_pat	0	21694367	chr11_pat	215.57018716057354	85.23491334720747	-72.53208107928121
chr12_pat	0	20770244	chr12_pat	206.4384126498526	71.76114262187954	-45.10221396686821
chr13_pat	0	18838779	chr13_pat	197.5550284542018	81.3223123703575	-49.88782066151924
chr14_pat	0	16369598	chr14_pat	172.25648451593983	70.56693205682218	-58.77944553541843
chr15_pat	0	13859831	chr15_pat	138.17440494714143	50.962731749453944	38.11038861722253
chr16_pat	0	4801875	chr16_pat	56.897590623287606	-54.842044580528764	43.067049313805825
chr17_pat	0	11415815	chr17_pat	99.00782410611032	61.149243417384895	-32.77555048626241
chr18_pat	0	11267241	chr18_pat	102.21431816532076	50.975183721200914	-34.08863272933633
chr19_pat	0	11183127	chr19_pat	50.053841622022475	24.717883269381254	-21.06390432223815
chr20_pat	0	15338504	chr20_pat	145.39749966214333	53.96508895562245	-35.9830181247154
chr21_pat	0	7956264	chr21_pat	53.3493314597032	27.293607864166756	-20.73892184917437
chr22_pat	0	5320397	chr22_pat	30.31471559026594	18.213650380316658	-14.202861813182066
chr23_pat	0	6983608	chr23_pat	59.02569760533364	-32.91162345598365	30.047073342502365
chr24_pat	0	7804404	chr24_pat	55.99439644092299	31.445849026159493	-21.610885144708693
chr25_pat	0	6891618	chr25_pat	96.2824611346316	-67.36563925287565	66.21067164179661
chr26_pat	0	7010313	chr26_pat	46.89939232946694	18.32053761664271	-17.00779333373966
chr27_pat	0	5914140	chr27_pat	47.437796758614496	27.31197606777485	-19.63485412616441
chr28_pat	0	6369381	chr28_pat	32.03499747847952	20.67777882284072	-14.596723959086654
chr29_pat	0	6145158	chr29_pat	75.62439227583255	-63.61517143108186	61.8939141239811
chr30_pat	0	9417815	chr30_pat	84.75055222858086	58.257022151668366	-54.44508349320219
chr31_pat	0	5343098	chr31_pat	-82.23239946042625	80.73740934221837	-72.4296303389069
chr32_pat	0	5573168	chr32_pat	-55.14844192006735	55.051257302962476	44.34414242216992
chr33_pat	0	4788276	chr33_pat	-73.5679367650156	72.39444862327655	-48.85619639528163
chr34_pat	0	5771162	chr34_pat	67.84595377792814	-67.78583507561807	-65.0284614154209
chr35_pat	0	4908640	chr35_pat	11.233065191908489	-9.730116536467516	-6.470144117464766
chr36_pat	0	5017237	chr36_pat	52.731810521452914	-36.26308201787506	30.425203245723253
chr37_pat	0	5977964	chr37_pat	59.497291568072406	-53.30892111372725	48.13850438496576
chr1_mat	0	115909749	chr1_mat	1413.2314855988316	556.1716928843276	-480.04634760406486
chr1A_mat	0	72089520	chr1A_mat	877.8726782640063	332.9483496403366	-329.02265027393565
chr2_mat	0	152518735	chr2_mat	292.555794880678	103.21588127326068	79.89198760380911
chr3_mat	0	115612305	chr3_mat	1295.9212492452712	505.7113271142577	-405.5512980402634
chr4_mat	0	73776267	chr4_mat	851.1781419456056	315.1028559788642	219.41227235298106
chr4A_mat	0	19545315	chr4A_mat	207.73770795926134	79.07259186407536	47.4362799410929
chr5_mat	0	65033001	chr5_mat	746.7110120879668	266.5569714196288	-244.71132615733814
chr6_mat	0	36968704	chr6_mat	403.4660666832069	135.94482226628608	-84.16023887223886
chr7_mat	0	39422672	chr7_mat	406.20692530461196	134.54327107627998	100.17210711418002
chr8_mat	0	32653297	chr8_mat	346.6361334299758	121.10330143032111	79.84727236115106
chr9_mat	0	26132161	chr9_mat	287.37974847888165	94.72628339824888	-59.74861907929242
chr10_mat	0	20920522	chr10_mat	201.738329632282	76.41627534880843	59.553268753146035
chr11_mat	0	21676805	chr11_mat	213.6363237270696	82.29161110598623	-70.75705125696753
chr12_mat	0	20824288	chr12_mat	209.0834846063613	73.1519491740858	-48.07804862222818
chr13_mat	0	18440361	chr13_mat	200.20527688613402	83.79270179007024	-50.79279029011221
chr14_mat	0	16411571	chr14_mat	173.31128812611067	73.04928890503554	-57.427059891489904
chr15_mat	0	13831355	chr15_mat	130.96789646979943	49.59333517669811	34.54140436385816
chr16_mat	0	5740876	chr16_mat	70.7057272354882	-56.67642359791819	51.50570466745489
chr17_mat	0	11378085	chr17_mat	102.84468956286292	62.71587238288285	-31.432945392314295
chr18_mat	0	11233222	chr18_mat	104.52050698307175	47.23014954299881	-34.27735526030161
chr19_mat	0	11169410	chr19_mat	50.30667552791104	22.988694995859042	-22.84413771925396
chr20_mat	0	15459785	chr20_mat	143.6151556271598	51.05173596136405	-37.06851899843854
chr21_mat	0	8001925	chr21_mat	54.505897477654294	26.866998804473692	-21.574646605676083
chr22_mat	0	5052704	chr22_mat	29.560426870458773	20.10255337236921	-15.373323928258129
chr23_mat	0	6987744	chr23_mat	59.35895839718415	-32.756718291484084	31.463006779064937
chr24_mat	0	7809384	chr24_mat	53.92924813874131	31.960893378843153	-23.178251365659875
chr25_mat	0	8199455	chr25_mat	101.91037637543567	95.29472269999009	-83.85838718784674
chr26_mat	0	6902691	chr26_mat	46.55811153317865	18.746530075093244	-15.850993710495583
chr27_mat	0	5843241	chr27_mat	48.4071769475068	28.04634359377539	-20.65998567478615
chr28_mat	0	6367150	chr28_mat	32.30600652262155	20.565667582907807	-14.076407428501108
chr29_mat	0	5689316	chr29_mat	61.55877962195635	-54.431874213849355	54.32168889913431
chr30_mat	0	10075530	chr30_mat	87.96783557159135	-57.000867846938746	52.97848033819898
chr31_mat	0	5620948	chr31_mat	-79.66323872272201	76.69565769548555	-65.12001962040817
chr32_mat	0	5583733	chr32_mat	46.604990084497054	-46.49428310449217	40.192977899620516
chr33_mat	0	4246341	chr33_mat	38.74673958560659	-38.27865028989887	37.04407278611603
chr34_mat	0	4456870	chr34_mat	-45.32368024680959	44.50012219582288	-36.42927886392438
chr35_mat	0	4884911	chr35_mat	6.9625692843880325	-5.486628110186175	3.9775380538781535
chr36_mat	0	4818805	chr36_mat	55.47992892357348	-41.08350414255661	35.87548739966431
chr37_mat	0	7863776	chr37_mat	78.21745533940197	-56.10552536278169	53.46228052523493
chrW_mat	0	33777440	chrW_mat	280.1954679441311	110.26461992306218	67.63822903756459
chrZ_pat	0	82218670	chrZ_pat	959.525417899189	353.2468531903657	278.0551391713511
