chrom	start	end	name	eigval1	eigval2	eigval3
chr1_mat	0	115909749	chr1_mat	1450.7503968562005	506.5124587794532	-417.4805914207005
chr1A_mat	0	72089520	chr1A_mat	916.6090193632679	-332.03412375470987	321.7885785503495
chr2_mat	0	152518735	chr2_mat	1957.2321856357662	-702.3924160791187	637.26620197554
chr3_mat	0	115612305	chr3_mat	1387.6439778198387	490.6189276420279	419.4477948259621
chr4_mat	0	73776267	chr4_mat	857.9312543628828	293.21940863385026	-188.44395593570763
chr4A_mat	0	19545315	chr4A_mat	213.43525800825634	79.84290274704607	43.41583394659162
chr5_mat	0	65033001	chr5_mat	718.3221899168683	244.79168175997864	-217.8899250167422
chr6_mat	0	36968704	chr6_mat	406.2756200467309	130.21697657077488	73.2224713717088
chr7_mat	0	39422672	chr7_mat	412.43924429870236	130.88971432049357	90.13336077161904
chr8_mat	0	32653297	chr8_mat	353.72336552611534	119.85205578061225	77.48511874394991
chr9_mat	0	26132161	chr9_mat	310.58582952507936	100.25479235970661	-46.40135547366918
chr10_mat	0	20920522	chr10_mat	202.42432156043026	73.4170798639563	52.36233862954902
chr11_mat	0	21676805	chr11_mat	258.4672679345252	89.831175849694	-60.989145598581665
chr12_mat	0	20824288	chr12_mat	219.10599964129847	73.4029931179702	-38.917891024836415
chr13_mat	0	18440361	chr13_mat	216.81393660653754	86.77468819295278	-46.14753093657818
chr14_mat	0	16411571	chr14_mat	181.15094642650075	73.24816544536904	-51.27803691918956
chr15_mat	0	13831355	chr15_mat	132.59455122093942	46.07787465953588	31.044972078550717
chr16_mat	0	5740876	chr16_mat	64.8108367812425	-43.667685255652	32.245063702024524
chr17_mat	0	11378085	chr17_mat	106.2638430754945	62.20146665588983	-30.481701355911266
chr18_mat	0	11233222	chr18_mat	118.10577353623451	52.361057477334384	-35.13518259466243
chr19_mat	0	11169410	chr19_mat	106.39013166807588	57.361699493761	-36.87494263729507
chr20_mat	0	15459785	chr20_mat	158.93710009076463	56.77614445096128	-35.30567030916932
chr21_mat	0	8001925	chr21_mat	61.92560691780373	26.027251009050858	21.029628182975753
chr22_mat	0	5052704	chr22_mat	49.636738848428664	24.808128647285848	-17.10960846149988
chr23_mat	0	6987744	chr23_mat	68.60119505437825	-34.05144641073978	32.00010035293617
chr24_mat	0	7809384	chr24_mat	66.3703054815382	34.869314377619645	-22.147249850415847
chr25_mat	0	8199455	chr25_mat	82.58726953924206	59.33020849174114	-50.940407074622236
chr26_mat	0	6902691	chr26_mat	53.6245946183711	18.194563371784703	-14.193375939527533
chr27_mat	0	5843241	chr27_mat	43.97899957707554	23.758644946645685	-16.84691426946875
chr28_mat	0	6367150	chr28_mat	35.40591602025863	21.71586466938602	-14.213021966984542
chr29_mat	0	5689316	chr29_mat	32.51255773368792	-25.086818735699353	20.936845831411432
chr30_mat	0	10075530	chr30_mat	94.16669953079156	-66.017880728317	49.68945141022758
chr31_mat	0	5620948	chr31_mat	-64.94407205137355	59.97745790032353	-50.43860725951217
chr32_mat	0	5583733	chr32_mat	57.68014061982619	-43.51232562432048	37.78685188046383
chr33_mat	0	4246341	chr33_mat	-35.900794856700784	35.86373070331021	34.60853513513316
chr34_mat	0	4456870	chr34_mat	44.45864088998681	-43.618463098207805	-36.600861013545035
chr35_mat	0	4884911	chr35_mat	46.493613050126335	-30.672209488049266	28.316501382230392
chr36_mat	0	4818805	chr36_mat	55.87911994017604	-36.68232371829172	28.84768371016201
chr37_mat	0	7863776	chr37_mat	81.20547894634613	-49.98983354158414	43.54188456474533
chrW_mat	0	33777440	chrW_mat	255.48882033335573	97.04440269565417	55.793033049394694
chrZ_pat	0	82218670	chrZ_pat	957.4337684873284	352.0523290086737	261.75799207189175
