chrom	start	end	name	eigval1	eigval2	eigval3
chr1_pat	0	115996361	chr1_pat	7320.640089536589	3030.9256908268153	2547.611750167994
chr1A_pat	0	72373967	chr1A_pat	4650.291403461924	1913.3066713654068	1710.7611335875233
chr2_pat	0	152562993	chr2_pat	10167.46779372226	3960.1113272074244	-3780.679873289041
chr3_pat	0	115134639	chr3_pat	7181.312318316244	2998.5042067749328	2225.3290346576314
chr4_pat	0	73325478	chr4_pat	4344.2290113895015	1772.9432276055552	1222.3684773088996
chr4A_pat	0	19525173	chr4A_pat	1094.7436515524626	479.4773920792907	255.51238814301882
chr5_pat	0	63896914	chr5_pat	3808.0926414941264	1525.841382519245	1332.9271592493926
chr6_pat	0	37036084	chr6_pat	2075.4029393299147	802.6700797261245	432.59058100152123
chr7_pat	0	39386660	chr7_pat	2118.8871624174803	813.5627113663596	523.2185830104278
chr8_pat	0	32694906	chr8_pat	1821.5856028525557	730.3305987783353	453.60570543248247
chr9_pat	0	26241639	chr9_pat	1574.0166043194738	618.8135995534667	-287.4488147158471
chr10_pat	0	20761298	chr10_pat	1083.8544530874476	446.82072373451354	313.19871525815864
chr11_pat	0	21694367	chr11_pat	1313.848795795531	510.8529532721068	-331.43620668211963
chr12_pat	0	20770244	chr12_pat	1130.6829933228498	466.9521713736094	-241.3483349389624
chr13_pat	0	18838779	chr13_pat	1112.7730870399928	516.4421561902603	-263.630755888346
chr14_pat	0	16369598	chr14_pat	940.708903726269	433.3989997396409	-279.44711412609286
chr15_pat	0	13859831	chr15_pat	717.5613773479058	303.3774597424215	194.0643275707305
chr16_pat	0	4801875	chr16_pat	308.75509550772193	-290.45632400384255	239.9225800000523
chr17_pat	0	11415815	chr17_pat	561.5935797881383	357.6714876448288	-181.50293488893806
chr18_pat	0	11267241	chr18_pat	616.3487876938275	312.57788038326544	-196.59302718152196
chr19_pat	0	11183127	chr19_pat	556.4065967988574	340.32556409226834	-203.0346762738253
chr20_pat	0	15338504	chr20_pat	836.7256848872487	362.6830421435341	-211.53605232746915
chr21_pat	0	7956264	chr21_pat	347.5803497112195	159.07809606340777	127.45127904758682
chr22_pat	0	5320397	chr22_pat	267.39491769860336	156.277101629245	-92.8118660336227
chr23_pat	0	6983608	chr23_pat	362.3495647816547	203.0641361958401	-180.4122269749946
chr24_pat	0	7804404	chr24_pat	343.1971174383502	196.75773920789348	-134.24995754677457
chr25_pat	0	6891618	chr25_pat	449.493500358017	-373.35189613114255	370.6488022627346
chr26_pat	0	7010313	chr26_pat	310.6493613182097	123.64234398699071	-99.32914012038628
chr27_pat	0	5914140	chr27_pat	254.76004512475689	150.39012229933732	-96.97124428965061
chr28_pat	0	6369381	chr28_pat	232.12442745103496	129.9412659352962	-87.15222605198252
chr29_pat	0	6145158	chr29_pat	317.4866876614201	-280.33142689595644	272.411046547662
chr30_pat	0	9417815	chr30_pat	460.7466614437746	-333.83663517941	332.42458044077955
chr31_pat	0	5343098	chr31_pat	293.4840450751673	-272.3195460237848	261.72348276612087
chr32_pat	0	5573168	chr32_pat	340.35343350871926	-277.22660200733566	262.21832067188444
chr33_pat	0	4788276	chr33_pat	-372.93374043328345	366.92902734630024	-303.6717976662791
chr34_pat	0	5771162	chr34_pat	-379.1747666058702	377.86414456142444	-352.6122140177831
chr35_pat	0	4908640	chr35_pat	257.4115589835632	-209.17763795922448	-195.1287467814652
chr36_pat	0	5017237	chr36_pat	296.89737562970475	-232.13418618584666	216.92081710420243
chr37_pat	0	5977964	chr37_pat	349.86010832120564	-327.55474892867676	313.0720352169473
chrW_mat	0	33777440	chrW_mat	1285.6294315263794	592.9186110723783	463.3318627891096
chrZ_pat	0	82218670	chrZ_pat	4850.166939118768	2116.372720260249	1683.293178663776
