chrom	start	end	name	eigval1	eigval2	eigval3
chr1_pat	0	115996361	chr1_pat	3513.526813591988	1559.021903196632	1399.4242302969785
chr1A_pat	0	72373967	chr1A_pat	2203.986773936719	954.2705003206825	881.509944298005
chr2_pat	0	152562993	chr2_pat	743.1721800978407	304.0154674569348	259.48324930241967
chr3_pat	0	115134639	chr3_pat	3247.586690805529	1477.2018240144469	1180.1351146928166
chr4_pat	0	73325478	chr4_pat	2116.48022472024	894.9733949940771	730.6893093431867
chr4A_pat	0	19525173	chr4A_pat	527.7588885163634	230.721592898467	150.7310520528001
chr5_pat	0	63896914	chr5_pat	1907.9409765763114	778.3993966591454	681.4449296149994
chr6_pat	0	37036084	chr6_pat	1038.6781347156307	402.49027776473787	269.2203425993432
chr7_pat	0	39386660	chr7_pat	1032.4292253109245	397.9749543235273	306.5741465724011
chr8_pat	0	32694906	chr8_pat	857.8138128278723	359.5474888442749	250.95127471294106
chr9_pat	0	26241639	chr9_pat	721.934449756037	293.56631629823124	-203.2322366986477
chr10_pat	0	20761298	chr10_pat	531.7536239007532	233.08416206978393	178.33781674860109
chr11_pat	0	21694367	chr11_pat	535.4001061319074	-262.33577542483494	258.2133059367853
chr12_pat	0	20770244	chr12_pat	536.3021721675217	223.26844293004012	-168.17552678909698
chr13_pat	0	18838779	chr13_pat	510.05351959031975	247.27138288874798	-183.90333871333263
chr14_pat	0	16369598	chr14_pat	447.1494764233078	222.3761839268715	-180.11741591388832
chr15_pat	0	13859831	chr15_pat	369.6100476668838	165.94670844463832	-135.98128903258294
chr16_pat	0	4801875	chr16_pat	-215.61556456743523	211.23976034646503	-176.69677057151952
chr17_pat	0	11415815	chr17_pat	260.3562883645447	169.76553679709838	-109.0154844021937
chr18_pat	0	11267241	chr18_pat	267.560567973374	149.90829339408512	-107.60259615102677
chr19_pat	0	11183127	chr19_pat	136.15813062772102	75.42457812659384	-71.14132669040372
chr20_pat	0	15338504	chr20_pat	381.1324913646787	169.70921750681586	130.3863620895389
chr21_pat	0	7956264	chr21_pat	150.77219711106497	81.04514930107135	68.897142940301
