chrom	start	end	name	eigval1	eigval2	eigval3
chr1_pat	0	115996361	chr1_pat	312.69997536321523	-96.94717601926601	91.26502441313676
chr1A_pat	0	72373967	chr1A_pat	197.80588409933225	-80.11820608766718	66.8457715563716
chr2_pat	0	152562993	chr2_pat	411.806603238454	-169.13246360255738	142.7004995478593
chr3_pat	0	115134639	chr3_pat	291.6695484773337	100.51840326951852	-93.84414707750469
chr4_pat	0	73325478	chr4_pat	187.76500584902496	-45.29682891862248	44.765622911168386
chr4A_pat	0	19525173	chr4A_pat	43.710137290937745	11.642126908773989	-9.285729377908808
chr5_pat	0	63896914	chr5_pat	150.18923410977644	56.08392112395344	-52.93891848440434
chr6_pat	0	37036084	chr6_pat	88.11197712692783	21.48312224842384	-16.78134175707218
chr7_pat	0	39386660	chr7_pat	85.96126276934798	22.08266443285859	-19.03576858686765
chr8_pat	0	32694906	chr8_pat	73.63022301709384	19.765650536935077	15.42256520770465
chr9_pat	0	26241639	chr9_pat	69.25636491169357	15.16492836303075	-11.177592990909773
chr10_pat	0	20761298	chr10_pat	37.04034875880638	15.189867445605897	-10.608361591871303
chr11_pat	0	21694367	chr11_pat	57.35338740419452	19.03004503441531	-15.284809576220628
chr12_pat	0	20770244	chr12_pat	44.462778247127616	12.0890058115698	-8.728279923729032
chr13_pat	0	18838779	chr13_pat	45.55665950046055	13.548281430420438	-10.759145442985238
chr14_pat	0	16369598	chr14_pat	38.11812725591564	12.436073531771232	-12.16156259025664
chr15_pat	0	13859831	chr15_pat	23.72254547508958	7.5661000042580895	-6.303163248847398
chr16_pat	0	4801875	chr16_pat	12.012097641885259	-10.530323015302319	7.251646635323743
chr17_pat	0	11415815	chr17_pat	20.845562373153317	10.557309437546547	-7.323929142875739
chr18_pat	0	11267241	chr18_pat	23.5381293998379	9.05238227296654	-8.078552773570285
chr19_pat	0	11183127	chr19_pat	21.7127218256413	9.285182458234804	-8.896562261280387
chr20_pat	0	15338504	chr20_pat	30.928102653421696	10.435864289564062	-8.210538824260649
chr21_pat	0	7956264	chr21_pat	9.043451182375895	5.4478138137781755	-4.281591738479861
chr22_pat	0	5320397	chr22_pat	8.178908265365521	-4.116763921069667	3.5470178184840693
chr23_pat	0	6983608	chr23_pat	13.510533559537485	-8.257888052496583	6.556334667186387
chr24_pat	0	7804404	chr24_pat	12.556738163886369	7.6391183952153705	-5.855924020131218
chr25_pat	0	6891618	chr25_pat	20.826493859204128	-12.374565628266597	11.594870539367568
chr26_pat	0	7010313	chr26_pat	5.465176092618565	3.4939367505039804	-2.888502777056143
chr27_pat	0	5914140	chr27_pat	6.451744859568972	4.261139964089182	-3.7498581219186846
chr28_pat	0	6369381	chr28_pat	6.370071427117445	-3.693122193812488	3.071265609323754
chr29_pat	0	6145158	chr29_pat	12.905627895484288	-10.316496736197298	8.030180435822496
chr30_pat	0	9417815	chr30_pat	20.478548391234423	-14.008814974574042	-6.486274964737549
chr31_pat	0	5343098	chr31_pat	-15.44459852356001	14.174563726827095	12.562176925775535
chr32_pat	0	5573168	chr32_pat	11.560167647217984	-9.61213083731516	5.83744791720051
chr33_pat	0	4788276	chr33_pat	8.16550208050508	-8.044116265786354	5.144635963336187
chr34_pat	0	5771162	chr34_pat	12.808573526385546	-10.432114435288327	5.012889071572946
chr35_pat	0	4908640	chr35_pat	8.784403167128692	-6.360970262362598	5.513280195609637
chr36_pat	0	5017237	chr36_pat	11.769667609563111	-8.414893187201246	-5.3115377661017105
chr37_pat	0	5977964	chr37_pat	11.78841653032033	-9.220212171256202	5.745741655691044
chrW_mat	0	33777440	chrW_mat	48.09022196783834	15.534390814980739	-12.39738631927726
chrZ_pat	0	82218670	chrZ_pat	203.07245428331515	63.37653340831424	-51.18347157986076
