chrom	start	end	name	eigval1	eigval2	eigval3
chr1_mat	0	115909749	chr1_mat	3739.863331940721	1485.8688670079569	-1145.1552993227463
chr1A_mat	0	72089520	chr1A_mat	2349.2249074197234	929.996071009813	-861.6560511511346
chr2_mat	0	152518735	chr2_mat	5074.41989256113	1872.208093395536	-1844.7395309698545
chr3_mat	0	115612305	chr3_mat	3577.160083528288	1422.501287660904	1071.0302882716185
chr4_mat	0	73776267	chr4_mat	2177.1602570354603	846.1143829198838	514.9622790263222
chr4A_mat	0	19545315	chr4A_mat	546.344071325286	227.1524323087968	116.55932211863365
chr5_mat	0	65033001	chr5_mat	1846.288652513488	708.4728210651712	568.7082143403059
chr6_mat	0	36968704	chr6_mat	1034.5286236798668	379.76805579576694	195.44066307268298
chr7_mat	0	39422672	chr7_mat	1056.883640784212	385.66832098888835	240.76109920880998
chr8_mat	0	32653297	chr8_mat	906.8968506688223	346.182499529189	209.51295713050814
chr9_mat	0	26132161	chr9_mat	787.5111806510182	293.1164682250182	126.36297266929496
chr10_mat	0	20920522	chr10_mat	534.6820126299291	209.3369025828622	143.3210984211934
chr11_mat	0	21676805	chr11_mat	656.3299213648844	246.0657014160724	-158.24460727197066
chr12_mat	0	20824288	chr12_mat	564.1814042359105	216.9633580791423	-106.9994955651392
chr13_mat	0	18440361	chr13_mat	554.0585179945421	245.1317803430136	-121.84036639690325
chr14_mat	0	16411571	chr14_mat	468.0840249909786	205.2979025770091	-131.84246065224755
chr15_mat	0	13831355	chr15_mat	355.4076628161671	137.91230693983104	85.68065319930824
chr16_mat	0	5740876	chr16_mat	172.67591658339876	-124.25421892505943	121.57190143690704
chr17_mat	0	11378085	chr17_mat	277.81702345406876	172.02809244224466	-82.03095442387465
chr18_mat	0	11233222	chr18_mat	305.43415288760747	147.74492298926782	-91.54411445096981
chr19_mat	0	11169410	chr19_mat	274.7097042684226	162.620785041006	-95.8175327762484
chr20_mat	0	15459785	chr20_mat	415.14126296838947	166.80778550762363	-94.57491562236427
chr21_mat	0	8001925	chr21_mat	171.5558855208908	72.69856367733507	60.12790671361193
chr22_mat	0	5052704	chr22_mat	131.61816264015187	73.4372108369414	-43.58154354544021
chr23_mat	0	6987744	chr23_mat	179.20237986447364	93.61017047605884	-86.85257393552682
chr24_mat	0	7809384	chr24_mat	169.46090715823237	92.80183748169411	-57.875369438484384
chr25_mat	0	8199455	chr25_mat	224.83491464262784	171.85751520841262	-164.81024365005663
chr26_mat	0	6902691	chr26_mat	151.16377457443537	53.90307648011718	-40.628551827015876
chr27_mat	0	5843241	chr27_mat	123.74053140692362	69.13956882136752	-44.95004882990355
chr28_mat	0	6367150	chr28_mat	109.4161835731183	58.16974118841958	-37.46267875428958
chr29_mat	0	5689316	chr29_mat	100.68010750978581	-84.28653531050459	81.90764473912618
chr30_mat	0	10075530	chr30_mat	245.55969963478586	-177.83814330786043	150.73308905535356
chr31_mat	0	5620948	chr31_mat	-173.0319727158578	171.3347472298155	163.6407544100296
chr32_mat	0	5583733	chr32_mat	152.30950723739986	-120.23179174340899	114.57644102882188
chr33_mat	0	4246341	chr33_mat	-119.71430405652757	118.1944907289479	-111.10344153902061
chr34_mat	0	4456870	chr34_mat	-148.50953578077983	146.57472437572216	-129.41546166848678
chr35_mat	0	4884911	chr35_mat	123.43811873778493	-84.86649131990221	81.46204643215832
chr36_mat	0	4818805	chr36_mat	145.25561458651418	-105.02352198605365	96.8753534652353
chr37_mat	0	7863776	chr37_mat	209.1802266054914	158.01039512931595	-152.40175710609122
chrW_mat	0	33777440	chrW_mat	653.615451429346	280.120969044518	-175.29590273803777
chrZ_pat	0	82218670	chrZ_pat	2438.390120953023	1004.7446336103078	734.2596341275927
